DAT_DATE,DAT_TIMESTAMP,MY_LATITUDE,MY_LONGITUDE,MY_NIVEAU_FUEL,MY_P_OIL,MY_T_COOLANT,MY_FUEL_RATE,MY_ETAT,MY_ENGINERUNHOURS,MY_CAP,MY_BATTERY_VOLT,MY_ALTITUDE,MY_LOAD,MY_P_INTAKE,MY_RESERVE1,MY_RESERVE2,TEMPERATURE_CRYPTAGE
2025-01-06 00:00:00,2025-01-06 14:57:16,48.4427424,1.7781818,0,2.6,76,6,1001,12086.5,0,25.8,149.60001,19,1,0,0,801
2025-01-06 00:00:00,2025-01-06 14:59:21,48.4427488,1.7781902,0,2.72,76,5.7,1001,12086.6,0,25.8,150,18,1,0,0,800
2025-01-06 00:00:00,2025-01-06 15:01:26,48.4427488,1.7781902,0,2.6,76,5.7,1001,12086.6,0,25.8,149.89999,18,1,0,0,801
2025-01-06 00:00:00,2025-01-06 15:03:31,48.4427488,1.7781952,0,2.72,76,5.7,1001,12086.6,0,25.8,149.8,18,1,0,0,801
2025-01-06 00:00:00,2025-01-06 15:05:36,48.4427488,1.7782032,0,2.6,76,5.9,1001,12086.7,0,25.8,149.8,19,1,0,0,801
2025-01-06 00:00:00,2025-01-06 15:07:41,48.4427488,1.778215,0,2.52,76,5.7,1001,12086.7,0,25.8,149.89999,17,1,0,0,799
2025-01-06 00:00:00,2025-01-06 15:09:46,48.4427648,1.7782066,0,2.68,76,5.8,1001,12086.7,0,25.8,149.8,18,1,0,0,801
2025-01-06 00:00:00,2025-01-06 15:11:51,48.4427648,1.7782066,0,2.68,76,6.1,1001,12086.8,0,25.8,149.10001,19,1,0,0,800
2025-01-06 00:00:00,2025-01-06 15:13:56,48.4427552,1.77827,0,2.68,76,5.6,1001,12086.8,0,25.8,151.10001,18,1,0,0,800
2025-01-06 00:00:00,2025-01-06 15:16:01,48.4428,1.7782734,0,2.76,76,5.6,1001,12086.8,0,25.8,148.8,18,1,0,0,801
2025-01-06 00:00:00,2025-01-06 15:18:06,48.4428,1.7782684,0,2.68,76,5.9,1001,12086.9,0,25.8,148.89999,18,1,0,0,799
2025-01-06 00:00:00,2025-01-06 15:20:11,48.442848,1.7782032,0,2.52,76,6,1001,12086.9,0,25.8,149.10001,20,1,0,0,797
2025-01-06 00:00:00,2025-01-06 15:22:16,48.442848,1.7782084,0,2.76,76,5.7,1001,12086.9,0,25.8,149.3,18,1,0,0,800
2025-01-07 00:00:00,2025-01-07 09:13:05,48.4430816,1.7781484,0,0,0,0,1000,0,0,0,159.10001,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:15:10,48.443008,1.778152,0,0,0,0,1000,0,0,0,155.60001,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:17:15,48.4429696,1.7781432,0,0,0,0,1000,0,0,0,154.5,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:19:20,48.4429504,1.77814,0,0,0,0,1000,0,0,0,154.3,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:21:25,48.442944,1.778145,0,0,0,0,1000,0,0,0,153.89999,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:23:30,48.442928,1.77814,0,0,0,0,1000,0,0,0,153.39999,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:25:35,48.44288,1.7781084,0,0,0,0,1000,0,0,0,151.5,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:27:40,48.44288,1.7781066,0,0,0,0,1000,0,0,0,150.89999,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:29:45,48.4428704,1.7781066,0,0,0,0,1000,0,0,0,150.3,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:31:50,48.442864,1.7781286,0,0,0,0,1000,0,0,0,149.2,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:33:55,48.4428544,1.7781368,0,0,0,0,1000,0,0,0,149.3,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:36:00,48.4428544,1.7781384,0,0,0,0,1000,0,0,0,149.7,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:38:05,48.442848,1.7781334,0,0,0,0,1000,0,0,0,149.8,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:40:10,48.4428224,1.7781134,0,0,0,0,1000,0,0,0,151.3,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:42:15,48.4428288,1.778115,0,0,0,0,1000,0,0,0,151.10001,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:44:20,48.4428224,1.7781084,0,0,0,0,1000,0,0,0,150.3,0,0,0,0,0
2025-01-07 00:00:00,2025-01-07 09:47:51,48.4428128,1.7781134,0,0,0,0,1000,0,0,0,150.2,0,0,0,0,0
2025-01-08 00:00:00,2025-01-08 10:39:17,48.4427904,1.7781268,0,0,0,0,1000,0,0,0,153.8,0,0,0,0,0
2025-01-08 00:00:00,2025-01-08 17:35:22,48.4428128,1.778122,0,3.72,77,11.4,1000,12100.7,0,25.8,140.89999,25,1.06,0,0,1101
2025-01-08 00:00:00,2025-01-08 17:35:37,48.4428128,1.778122,0,2.52,77,6.2,1000,12100.7,0,26.2,140.8,19,1,0,0,800
2025-01-08 00:00:00,2025-01-08 17:38:42,48.4428064,1.77813,0,3.76,77,13.3,1000,12100.7,0,25.7,139.89999,31,1.08,0,0,1100
2025-01-09 00:00:00,2025-01-09 08:12:47,48.4428,1.7781652,0,0,0,0,1000,0,0,0,130.60001,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:14:52,48.4428,1.7781252,0,0,0,0,1000,0,0,0,134.5,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:16:57,48.4427904,1.7780952,0,0,0,0,1000,0,0,0,137.3,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:19:02,48.4427904,1.7780886,0,0,0,0,1000,0,0,0,139,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:21:07,48.4427712,1.7780968,0,0,0,0,1000,0,0,0,141,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:23:12,48.4427648,1.7781034,0,0,0,0,1000,0,0,0,144.5,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:25:17,48.4427712,1.77811,0,0,0,0,1000,0,0,0,144.89999,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:27:22,48.4427712,1.7780968,0,0,0,0,1000,0,0,0,145.10001,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:29:27,48.442784,1.778102,0,0,0,0,1000,0,0,0,145.89999,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:31:32,48.4427904,1.7781202,0,0,0,0,1000,0,0,0,146,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:33:37,48.4427904,1.7781352,0,0,0,0,1000,0,0,0,145.8,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:35:42,48.442784,1.7781554,0,0,0,0,1000,0,0,0,145.39999,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:37:47,48.4428,1.7781568,0,0,0,0,1000,0,0,0,145.60001,0,0,0,0,0
2025-01-09 00:00:00,2025-01-09 08:39:52,48.4428128,1.7781484,0,2.8,76,6.3,1000,12101.2,0,26.3,144.3,20,1,0,0,800
2025-01-09 00:00:00,2025-01-09 08:41:57,48.4428128,1.7781466,0,2.76,76,6.3,1000,12101.2,0,26.3,143.2,20,1,0,0,799
2025-01-09 00:00:00,2025-01-09 08:44:02,48.4428128,1.7781466,0,2.84,76,6.3,1000,12101.3,0,26.3,143,20,1,0,0,800
2025-01-09 00:00:00,2025-01-09 08:46:07,48.4428224,1.7781466,0,2.72,76,6.2,1000,12101.3,0,26.3,143.10001,20,1,0,0,802
2025-01-09 00:00:00,2025-01-09 08:48:12,48.4428224,1.7781418,0,2.76,77,6.1,1000,12101.3,0,26.2,143.8,19,1,0,0,800
2025-01-09 00:00:00,2025-01-09 08:50:17,48.4428288,1.7781318,0,2.6,77,6,1000,12101.4,0,26.2,144.89999,19,1,0,0,801
2025-01-09 00:00:00,2025-01-09 08:52:22,48.4428288,1.7781268,0,2.56,76,6.1,1000,12101.4,0,26.2,145.39999,19,1,0,0,800
2025-01-09 00:00:00,2025-01-09 08:54:27,48.4428288,1.7781234,0,2.6,76,6.4,1000,12101.4,0,26.2,146.10001,20,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 08:56:32,48.4428352,1.778117,0,2.68,76,6,1000,12101.5,0,26.2,147,18,1,0,0,800
2025-01-09 00:00:00,2025-01-09 08:58:37,48.4428544,1.7781034,0,2.6,76,6.5,1000,12101.5,0,26.3,146,21,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:00:42,48.4428544,1.7781052,0,2.6,76,6.1,1000,12101.5,0,26.1,147,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:02:47,48.442864,1.778102,0,2.76,76,6.6,1000,12101.6,0,26.2,150.10001,21,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:04:52,48.442864,1.7781034,0,2.6,76,6,1000,12101.6,0,26.2,150.39999,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:06:57,48.442864,1.7781034,0,2.8,76,6.7,1000,12101.7,0,26.1,149.5,21,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:09:02,48.4428544,1.7781034,0,2.6,76,6.1,1000,12101.7,0,26.1,149.3,19,1.02,0,0,801
2025-01-09 00:00:00,2025-01-09 09:11:07,48.4428544,1.7781066,0,2.6,76,6.7,1000,12101.7,0,26.1,149.5,22,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:13:12,48.4428544,1.7781134,0,2.76,76,6.2,1000,12101.8,0,25.9,149.7,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:15:17,48.442848,1.7781066,0,2.52,76,6.7,1000,12101.8,0,25.8,150.5,21,1.02,0,0,802
2025-01-09 00:00:00,2025-01-09 09:17:22,48.4428544,1.778102,0,2.76,76,6.3,1000,12101.8,0,25.8,151.3,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:19:27,48.4428544,1.7780934,0,2.56,76,6.2,1000,12101.9,0,25.8,151.8,19,1.02,0,0,802
2025-01-09 00:00:00,2025-01-09 09:21:32,48.4428704,1.7781,0,2.6,76,6.2,1000,12101.9,0,26,152.2,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:23:37,48.44288,1.778117,0,2.76,76,6.6,1000,12101.9,0,26,151.3,21,1.02,0,0,802
2025-01-09 00:00:00,2025-01-09 09:25:42,48.442864,1.7781318,0,2.6,76,6.2,1000,12102,0,26,150.60001,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:27:47,48.442864,1.7781384,0,2.72,76,6.2,1000,12102,0,26,150,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:29:52,48.4428544,1.7781384,0,2.68,76,6.1,1000,12102,0,26,149.60001,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:31:57,48.4428544,1.7781384,0,2.6,76,6.1,1000,12102.1,0,26,149.3,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:34:02,48.4428544,1.7781484,0,2.48,76,6.1,1000,12102.1,0,26.1,148.60001,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:36:07,48.4428544,1.7781502,0,2.72,76,6.7,1000,12102.1,0,26.3,148.10001,21,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:38:12,48.4428352,1.7781634,0,2.68,76,6.2,1000,12102.2,0,25.9,147.60001,20,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:40:17,48.4428064,1.7781668,0,2.8,76,6,1000,12102.2,0,26.2,147.60001,18,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:42:22,48.442784,1.7781718,0,2.76,76,6.1,1000,12102.2,0,26.2,148.10001,18,1.02,0,0,801
2025-01-09 00:00:00,2025-01-09 09:44:27,48.4427648,1.7781798,0,2.52,76,6.3,1000,12102.3,0,26,148.89999,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:46:32,48.4427552,1.7781752,0,2.56,76,6.1,1000,12102.3,0,26,149,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:48:37,48.4427552,1.7781634,0,2.92,76,6.5,1000,12102.3,0,26,148.60001,20,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:50:42,48.4427712,1.778152,0,2.72,76,6.1,1000,12102.4,0,26.1,148,18,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:52:47,48.442784,1.7781234,0,2.6,76,6.5,1000,12102.4,0,26.1,148.2,20,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 09:54:52,48.4427904,1.7781252,0,2.72,76,6.2,1000,12102.5,0,26.1,148.7,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 09:56:57,48.4427904,1.7781368,0,2.52,76,6.5,1000,12102.5,0,26.1,149,20,1.02,0,0,798
2025-01-09 00:00:00,2025-01-09 09:59:02,48.442784,1.7781368,0,2.6,76,5.9,1000,12102.5,0,26.3,149,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 10:01:07,48.442784,1.7781352,0,2.72,76,6,1000,12102.6,0,26.3,148.89999,18,1.02,0,0,804
2025-01-09 00:00:00,2025-01-09 10:03:12,48.4427712,1.7781334,0,2.76,76,5.9,1000,12102.6,0,26.3,148.8,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 10:05:17,48.442784,1.7781268,0,2.72,76,6.1,1000,12102.6,0,26.3,148.10001,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 10:07:22,48.442784,1.778122,0,2.76,76,6,1000,12102.7,0,26.3,147.89999,18,1.02,0,0,801
2025-01-09 00:00:00,2025-01-09 10:09:27,48.442784,1.77813,0,2.6,76,6.2,1000,12102.7,0,26.3,149.5,18,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 10:11:32,48.442784,1.7781418,0,2.76,76,5.9,1000,12102.7,0,26.4,149.10001,18,1.02,0,0,802
2025-01-09 00:00:00,2025-01-09 10:13:37,48.4427712,1.778152,0,2.68,76,6,1000,12102.8,0,26.4,148.39999,18,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 10:15:42,48.4427712,1.7781668,0,2.56,76,6.5,1000,12102.8,0,26.4,148,20,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 10:17:47,48.4427904,1.7781718,0,2.72,76,6.2,1000,12102.8,0,26.4,148,18,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 10:19:52,48.4427904,1.77817,0,2.8,76,6.6,1000,12102.9,0,26.4,148.10001,20,1.02,0,0,801
2025-01-09 00:00:00,2025-01-09 10:21:57,48.4427904,1.7781652,0,2.64,76,6.2,1000,12102.9,0,26.3,147.89999,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 10:24:02,48.4428064,1.7781652,0,2.64,76,6,1000,12102.9,0,26.3,148.10001,18,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 10:26:07,48.4428128,1.7781766,0,2.64,76,6,1000,12103,0,26.3,147.7,18,1.02,0,0,801
2025-01-09 00:00:00,2025-01-09 10:28:12,48.4428224,1.7781734,0,2.76,76,6,1000,12103,0,26.3,147.2,18,1.02,0,0,802
2025-01-09 00:00:00,2025-01-09 10:30:17,48.4428288,1.7781634,0,2.72,76,5.8,1000,12103,0,26.1,146.3,18,1.02,0,0,802
2025-01-09 00:00:00,2025-01-09 10:32:22,48.4428288,1.7781466,0,2.76,76,5.9,1000,12103.1,0,26,145.89999,18,1.02,0,0,797
2025-01-09 00:00:00,2025-01-09 10:34:27,48.4428288,1.77814,0,2.68,76,6.1,1000,12103.1,0,26.3,146.2,19,1.02,0,0,801
2025-01-09 00:00:00,2025-01-09 10:36:32,48.4428288,1.77813,0,2.72,76,5.9,1000,12103.1,0,26,146.2,18,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 10:38:37,48.4428288,1.7781234,0,2.68,76,5.9,1000,12103.2,0,26.1,145.89999,19,1.02,0,0,800
2025-01-09 00:00:00,2025-01-09 10:40:42,48.4428352,1.778115,0,2.68,76,5.9,1000,12103.2,0,26.3,145.8,19,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 10:42:47,48.4428288,1.7781134,0,2.8,76,6.5,1000,12103.2,0,26,146,20,1.02,0,0,799
2025-01-09 00:00:00,2025-01-09 10:44:52,48.4428288,1.778115,0,2.6,76,6,1000,12103.3,0,26.1,145.89999,18,1.02,0,0,801
